"","parameter","location","x.NAs","x.count","x.quant.0%","x.quant.25%","x.quant.50%","x.quant.75%","x.quant.100%"
"708","Chlorpyrifos","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,9.463475e-05,4.575032e-04,9.353855e-04,1.349862e-03,5.212557e-03
"709","Chrysene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.543840e-04,5.348760e-04,9.825363e-04,3.558017e-03
"710","Copper","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,3.563925e-02,1.150107e-01,2.126032e-01,3.187861e-01,6.571867e-01
"711","Copper dissolved","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,1.984346e-02,4.000371e-02,6.726645e-02,8.842346e-02,1.767852e-01
"712","CPAH","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.543840e-04,5.348760e-04,1.053470e-03,1.226983e-02
"713","Di-N-Octyl Phthalate","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,4.731737e-04,2.519749e-03,4.391998e-03,7.108933e-03,2.092951e-02
"714","Diazinon","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,9.463475e-05,4.575032e-04,9.353855e-04,1.349862e-03,5.212557e-03
"715","Dibenzo(a,h)anthracene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.111182e-04,8.214137e-04,2.338464e-03
"716","Dibutyl phthalate","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,4.731737e-04,2.519749e-03,4.391998e-03,7.108933e-03,2.092951e-02
"717","Dichlobenil","SEAC1S8D_OUT",0.000000e+00,2.900000e+01,1.135617e-05,5.574389e-05,1.069752e-04,3.048020e-04,3.139427e-03
"718","Diesel Range Organics","SEAC1S8D_OUT",5.000000e+00,3.300000e+01,7.338582e-01,2.101454e+00,3.744747e+00,5.325007e+00,1.569713e+01
"719","Diethyl phthalate","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-04,2.787194e-03,4.107069e-03,8.687594e-03,2.315150e-02
"720","Dimethyl phthalate","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-04,2.787194e-03,5.000464e-03,6.749309e-03,2.092951e-02
"721","Fluoranthene","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,4.731737e-05,3.435677e-04,5.924682e-04,1.271962e-03,5.838063e-03
"722","Fluorene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.111182e-04,8.214137e-04,4.572031e-03
"723","Gasoline Range Organics","SEAC1S8D_OUT",3.000000e+00,2.000000e+01,3.709501e-01,6.967986e-01,1.250116e+00,1.393045e+00,3.810025e+00
"724","Hardness as CaCO3","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,3.264899e+01,1.132559e+02,1.505085e+02,2.291694e+02,4.395198e+02
"725","HPAH","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,8.214137e-04,1.355071e-03,4.912682e-03,3.235672e-02
"726","Indeno(1,2,3-cd)pyrene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.287516e-04,5.111182e-04,8.214137e-04,2.374805e-03
"727","Lead","SEAC1S8D_OUT",0.000000e+00,3.400000e+01,4.258564e-03,3.658540e-02,8.069290e-02,1.253162e-01,4.353810e-01
"728","Lead dissolved","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,8.885132e-04,3.793035e-03,4.288070e-03,6.257163e-03,2.092951e-02
"729","LPAH","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,3.145996e-04,6.963328e-04,1.560210e-03,1.828812e-02
"730","Magnesium","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,1.949476e+00,6.614323e+00,9.948694e+00,1.384461e+01,2.354338e+01
"731","Malathion","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,9.463475e-05,7.690135e-04,1.045994e-03,1.997017e-03,1.042511e-02
"732","Mecoprop","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,7.897895e-05,2.957237e-04,8.427759e-04,1.337190e+00,5.232378e+00
"733","Mercury","SEAC1S8D_OUT",0.000000e+00,3.400000e+01,1.211325e-05,6.460852e-05,1.045994e-04,1.800333e-04,4.185903e-04
"734","Mercury dissolved","SEAC1S8D_OUT",0.000000e+00,3.400000e+01,9.463475e-06,4.729854e-05,9.677391e-05,1.325255e-04,4.185903e-04
"735","Motor Oil","SEAC1S8D_OUT",2.000000e+00,1.700000e+01,2.768916e+00,4.165864e+00,7.015391e+00,1.616203e+01,3.629155e+01
"736","Naphthalene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.597160e-04,5.360087e-04,1.025526e-03,2.647835e-03
"737","Nitrite-Nitrate","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,3.545923e-01,9.131269e-01,1.055443e+00,1.732859e+00,5.923052e+00
"738","Ortho-phosphate","SEAC1S8D_OUT",0.000000e+00,3.000000e+00,8.204211e-02,1.636894e-01,2.453368e-01,3.635692e-01,4.818016e-01
"739","Ortho-Phosphate dissolved","SEAC1S8D_OUT",0.000000e+00,2.900000e+01,1.029825e-02,7.052242e-02,1.390632e-01,2.142562e-01,5.860264e-01
"740","PCB-aroclor 1016","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,1.759832e-05,2.877907e-05,4.297420e-05,7.233881e-05,1.053470e-04
"741","PCB-aroclor 1221","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,1.759832e-05,2.877907e-05,4.297420e-05,7.233881e-05,1.053470e-04
"742","PCB-aroclor 1232","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,1.759832e-05,2.877907e-05,4.297420e-05,7.233881e-05,1.053470e-04
"743","PCB-aroclor 1242","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,1.759832e-05,2.877907e-05,4.297420e-05,7.233881e-05,1.053470e-04
"744","PCB-aroclor 1248","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,2.639749e-05,3.557171e-05,5.713118e-05,9.827381e-05,2.432526e-04
"745","PCB-aroclor 1254","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,4.047615e-05,6.624829e-05,1.188097e-04,1.851065e-04,5.038805e-04
"746","PCB-aroclor 1260","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,2.287782e-05,4.294195e-05,6.692477e-05,9.827381e-05,3.301286e-04
"747","Pentachlorophenol","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,2.365869e-04,1.143758e-03,2.555591e-03,4.107069e-03,1.169232e-02
"748","Phenanthrene","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,2.597160e-04,5.500510e-04,1.001146e-03,3.562208e-03
"749","Prometon","SEAC1S8D_OUT",0.000000e+00,3.000000e+01,1.135617e-05,5.105060e-05,1.070517e-04,2.417501e-04,3.139427e-03
"750","Pyrene","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,4.731737e-05,3.435815e-04,7.481723e-04,1.551902e-03,5.145412e-03
"751","Surfactants","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,3.785390e-02,1.513757e-01,2.883018e-01,5.485077e-01,7.992587e+00
"752","Total Benzofluoranthenes","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,3.793035e-04,6.291993e-04,1.230648e-03,6.134914e-03
"753","Total Kjeldahl Nitrogen","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,1.066216e+00,4.672444e+00,8.508275e+00,1.494612e+01,9.656029e+01
"754","Total PAH","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-05,1.197348e-03,2.106940e-03,5.685876e-03,3.928324e-02
"755","Total PCB","SEAC1S8D_OUT",0.000000e+00,8.000000e+00,5.348194e-05,1.000232e-04,1.369290e-04,2.376664e-04,8.340090e-04
"756","Total Phosphorus","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,2.171921e-01,7.474470e-01,1.351943e+00,1.803235e+00,4.647863e+00
"757","Total Phthalate","SEAC1S8D_OUT",0.000000e+00,3.300000e+01,4.731737e-04,6.405045e-03,1.766119e-02,2.632231e-02,7.383790e-02
"758","Total Suspended Solids","SEAC1S8D_OUT",0.000000e+00,3.200000e+01,1.244447e+01,1.338768e+02,2.847861e+02,4.791069e+02,1.867833e+03
"759","Total TPHDx","SEAC1S8D_OUT",5.000000e+00,3.600000e+01,7.338582e-01,4.400524e+00,5.404958e+00,1.171824e+01,5.130874e+01
"760","Triclopyr","SEAC1S8D_OUT",0.000000e+00,3.000000e+01,3.785390e-05,1.701687e-04,3.209992e-04,5.518360e-04,1.674361e-03
"761","Zinc","SEAC1S8D_OUT",0.000000e+00,3.400000e+01,1.045714e-01,4.273782e-01,6.633536e-01,9.576014e-01,2.171899e+00
"762","Zinc dissolved","SEAC1S8D_OUT",0.000000e+00,3.400000e+01,5.429803e-02,1.148633e-01,2.024212e-01,2.877073e-01,6.488149e-01
"763","1-Methylnaphthalene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,9.237436e-05,1.528595e-04,3.619595e-04,4.733119e-03
"764","2-Methylnaphthalene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,9.237436e-05,1.709766e-04,3.619595e-04,9.882337e-03
"765","2,4-D","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.314253e-05,8.031562e-05,3.547178e-04,1.542698e-03,4.768549e-03
"766","Acenaphthene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.431457e-04,3.619595e-04,8.744228e-04
"767","Acenaphthylene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.431457e-04,3.619595e-04,8.744228e-04
"768","Ammonia","SEAI1S8D_OUT",0.000000e+00,2.400000e+01,1.840051e-02,1.417150e-01,2.456576e-01,5.167342e-01,1.300307e+00
"769","Anthracene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.431457e-04,3.619595e-04,8.744228e-04
"770","Benz(a)anthracene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.353670e-04,3.619595e-04,1.311634e-03
"771","Benzo(a)pyrene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.431457e-04,3.855828e-04,1.573961e-03
"772","Benzo(b)fluoranthene","SEAI1S8D_OUT",0.000000e+00,2.000000e+00,6.764600e-05,1.024056e-04,1.371652e-04,1.719247e-04,2.066843e-04
"773","Benzo(g,h,i)perylene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,8.229910e-05,1.551265e-04,3.619595e-04,1.573961e-03
"774","Benzo(k)fluoranthene","SEAI1S8D_OUT",0.000000e+00,2.000000e+00,6.764600e-05,1.024056e-04,1.371652e-04,1.719247e-04,2.066843e-04
"775","Benzofluoranthenes, Total","SEAI1S8D_OUT",0.000000e+00,3.000000e+01,2.002111e-05,1.083826e-04,1.951735e-04,4.256652e-04,3.147922e-03
"776","Bis(2-ethylhexyl) phthalate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,3.271202e-04,1.004829e-03,2.542901e-03,6.094958e-03,2.317220e-02
"777","Butyl benzyl phthalate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.044501e-04,7.891680e-04,1.431457e-03,3.619595e-03,9.537098e-03
"778","Cadmium","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,4.004222e-05,1.606497e-04,3.066936e-04,5.932483e-04,2.623268e-03
"779","Cadmium dissolved","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,2.892816e-05,9.251665e-05,1.926788e-04,4.133686e-04,1.040246e-03
"780","Calcium","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,3.124241e+00,1.378408e+01,2.554994e+01,7.009366e+01,2.951452e+02
"781","Chloride","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,6.807177e-01,2.259523e+00,4.375328e+00,1.280685e+01,5.773365e+01
"782","Chlorpyrifos","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,4.004222e-05,1.578336e-04,2.913261e-04,7.711656e-04,1.483121e-03
"783","Chrysene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.569725e-04,3.855828e-04,1.923730e-03
"784","Copper","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,3.271202e-03,1.498980e-02,2.745859e-02,4.855578e-02,2.811269e-01
"785","Copper dissolved","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,1.656046e-03,4.261698e-03,7.851937e-03,1.192487e-02,2.571930e-02
"786","CPAH","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,8.962904e-05,1.704029e-04,3.855828e-04,6.033517e-03
"787","Di-N-Octyl Phthalate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.044501e-04,8.963046e-04,1.510840e-03,3.633026e-03,9.537098e-03
"788","Diazinon","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,4.004222e-05,1.578336e-04,2.913261e-04,7.711656e-04,1.483121e-03
"789","Dibenzo(a,h)anthracene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.431457e-04,3.619595e-04,8.744228e-04
"790","Dibutyl phthalate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.044501e-04,7.891680e-04,1.431457e-03,3.619595e-03,9.537098e-03
"791","Dichlobenil","SEAI1S8D_OUT",0.000000e+00,3.000000e+01,4.805066e-06,3.413239e-05,8.508213e-05,2.400902e-04,5.722259e-04
"792","Diesel Range Organics","SEAI1S8D_OUT",1.000000e+00,3.100000e+01,1.308481e-01,6.957047e-01,9.349539e-01,1.766132e+00,3.558343e+00
"793","Diethyl phthalate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.044501e-04,8.962904e-04,1.551265e-03,3.619595e-03,9.537098e-03
"794","Dimethyl phthalate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.044501e-04,7.891680e-04,1.431457e-03,3.619595e-03,9.537098e-03
"795","Fluoranthene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,9.122045e-05,1.569725e-04,3.621790e-04,2.623268e-03
"796","Fluorene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.431457e-04,3.619595e-04,8.744228e-04
"797","Gasoline Range Organics","SEAI1S8D_OUT",1.000000e+00,2.400000e+01,5.005278e-02,2.182765e-01,3.925969e-01,1.035298e+00,1.397788e+00
"798","Hardness as CaCO3","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,9.835574e+00,4.640665e+01,8.681438e+01,2.569064e+02,1.074758e+03
"799","HPAH","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,1.756151e-04,3.567934e-04,6.477840e-04,1.661403e-02
"800","Indeno(1,2,3-cd)pyrene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,7.891680e-05,1.353670e-04,3.619595e-04,1.224192e-03
"801","Lead","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,8.178005e-04,6.281550e-03,1.120504e-02,1.860159e-02,1.880009e-01
"802","Lead dissolved","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,5.785632e-05,2.775499e-04,9.050899e-04,1.682244e-03,5.201230e-03
"803","LPAH","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,9.311130e-05,1.686697e-04,3.855828e-04,1.159874e-02
"804","Magnesium","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,5.178141e-01,2.912632e+00,5.428903e+00,1.859737e+01,7.978015e+01
"805","Malathion","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,4.004222e-05,2.231675e-04,3.689283e-04,8.051457e-04,2.966241e-03
"806","Mecoprop","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.314253e-05,8.031562e-05,4.316953e-04,3.856745e-01,1.192137e+00
"807","Mercury","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,4.004222e-06,1.653475e-05,2.907331e-05,7.707267e-05,2.054894e-04
"808","Mercury dissolved","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,4.004222e-06,1.653475e-05,2.759585e-05,7.083164e-05,1.118230e-04
"809","Motor Oil","SEAI1S8D_OUT",2.000000e+00,2.200000e+01,1.962069e-01,1.233198e+00,2.051443e+00,4.088748e+00,6.613898e+00
"810","Naphthalene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,9.237436e-05,1.485624e-04,3.619595e-04,1.092258e-02
"811","Nitrite-Nitrate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,5.438494e-02,1.971005e-01,3.502505e-01,8.547872e-01,1.718720e+00
"812","Ortho-phosphate","SEAI1S8D_OUT",0.000000e+00,2.000000e+00,4.599928e-02,9.702147e-02,1.480437e-01,1.990658e-01,2.500880e-01
"813","Ortho-Phosphate dissolved","SEAI1S8D_OUT",0.000000e+00,3.000000e+01,1.601689e-03,1.858468e-02,4.484145e-02,2.610335e-01,3.913807e-01
"814","PCB-aroclor 1016","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,2.892816e-06,9.194748e-06,9.330952e-06,1.569062e-05,3.862412e-05
"815","PCB-aroclor 1221","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,2.892816e-06,9.194748e-06,9.330952e-06,1.569062e-05,3.862412e-05
"816","PCB-aroclor 1232","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,2.892816e-06,9.194748e-06,9.330952e-06,2.224681e-05,3.862412e-05
"817","PCB-aroclor 1242","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,2.892816e-06,9.194748e-06,9.330952e-06,1.569062e-05,3.862412e-05
"818","PCB-aroclor 1248","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,2.892816e-06,9.194748e-06,9.330952e-06,1.569062e-05,3.862412e-05
"819","PCB-aroclor 1254","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,4.049942e-06,9.330952e-06,1.103370e-05,1.926817e-05,4.248653e-05
"820","PCB-aroclor 1260","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,2.892816e-06,9.194748e-06,9.330952e-06,1.569062e-05,3.862412e-05
"821","Pentachlorophenol","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,1.001056e-04,3.945840e-04,7.157284e-04,1.809797e-03,4.372114e-03
"822","Phenanthrene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,9.237436e-05,1.569725e-04,3.855828e-04,1.399076e-03
"823","Prometon","SEAI1S8D_OUT",0.000000e+00,3.000000e+01,4.089003e-06,1.791791e-05,3.461989e-05,1.011929e-04,5.722259e-04
"824","Pyrene","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,9.122045e-05,2.041136e-04,3.867792e-04,3.235364e-03
"825","Surfactants","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,4.089003e-03,3.516755e-02,7.743937e-02,2.023763e-01,3.856114e-01
"826","Total Benzofluoranthenes","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,1.209269e-04,1.951735e-04,4.025729e-04,3.147922e-03
"827","Total Kjeldahl Nitrogen","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,1.144921e-01,6.955838e-01,1.399924e+00,3.303465e+00,1.311634e+01
"828","Total PAH","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.002111e-05,2.196718e-04,4.463119e-04,7.287610e-04,1.815229e-02
"829","Total PCB","SEAI1S8D_OUT",0.000000e+00,9.000000e+00,4.049942e-06,9.330952e-06,1.569062e-05,3.853633e-05,4.301050e-05
"830","Total Phosphorus","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,2.248951e-02,1.254259e-01,2.759651e-01,8.199920e-01,4.249695e+00
"831","Total Phthalate","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,3.271202e-04,1.234410e-03,3.099796e-03,7.099291e-03,2.317220e-02
"832","Total Suspended Solids","SEAI1S8D_OUT",0.000000e+00,3.200000e+01,4.211673e+00,2.739798e+01,9.069898e+01,2.131135e+02,1.740101e+03
"833","Total TPHDx","SEAI1S8D_OUT",2.000000e+00,3.400000e+01,2.232191e-01,9.727415e-01,2.045924e+00,4.123335e+00,9.225160e+00
"834","Triclopyr","SEAI1S8D_OUT",0.000000e+00,3.000000e+01,1.601689e-05,7.518292e-05,1.255780e-04,3.118642e-04,6.770496e-04
"835","Zinc","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,2.412512e-02,1.082336e-01,1.664611e-01,3.506166e-01,1.836288e+00
"836","Zinc dissolved","SEAI1S8D_OUT",0.000000e+00,3.300000e+01,1.446408e-02,3.126214e-02,5.339235e-02,9.714163e-02,2.718073e-01
"837","1-Methylnaphthalene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"838","2-Methylnaphthalene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"839","2,4-D","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.981723e-06,1.792850e-05,6.503944e-05,1.923836e-04,8.327971e-04
"840","Acenaphthene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"841","Acenaphthylene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"842","Ammonia","SEAR1S8D_OUT",0.000000e+00,2.300000e+01,2.745583e-03,8.453966e-03,1.537333e-02,2.695588e-02,1.370233e-01
"843","Anthracene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"844","Benz(a)anthracene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"845","Benzo(a)pyrene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"846","Benzo(b)fluoranthene","SEAR1S8D_OUT",0.000000e+00,7.000000e+00,5.617487e-06,1.249054e-05,1.943807e-05,2.832091e-05,5.669023e-05
"847","Benzo(g,h,i)perylene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.170640e-05,1.484443e-04
"848","Benzo(k)fluoranthene","SEAR1S8D_OUT",0.000000e+00,7.000000e+00,5.617487e-06,1.249054e-05,1.943807e-05,2.832091e-05,5.669023e-05
"849","Benzofluoranthenes, Total","SEAR1S8D_OUT",0.000000e+00,2.700000e+01,2.454783e-06,1.088300e-05,3.482729e-05,6.890157e-05,2.968886e-04
"850","Bis(2-ethylhexyl) phthalate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-05,1.428267e-04,3.644429e-04,7.202163e-04,2.498391e-03
"851","Butyl benzyl phthalate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-05,8.613687e-05,1.950617e-04,3.639488e-04,2.498391e-03
"852","Cadmium","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,4.500955e-06,1.625639e-05,3.457396e-05,8.143374e-05,1.744315e-04
"853","Cadmium dissolved","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,1.351356e-05,2.826187e-05,6.346913e-05,1.665594e-04
"854","Calcium","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.070130e-01,4.556062e-01,8.879475e-01,1.457382e+00,5.762591e+00
"855","Chloride","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,5.954060e-02,2.000170e-01,5.312144e-01,9.509135e-01,2.656729e+02
"856","Chlorpyrifos","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,4.909567e-06,1.722737e-05,3.763444e-05,7.278975e-05,1.665594e-04
"857","Chrysene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.102112e-05,4.203771e-05,1.484443e-04
"858","Copper","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,3.098084e-04,1.447963e-03,2.950366e-03,5.588443e-03,1.452142e-02
"859","Copper dissolved","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.857865e-04,5.218849e-04,7.645587e-04,1.327308e-03,3.108590e-03
"860","CPAH","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.102112e-05,4.203771e-05,3.096159e-04
"861","Di-N-Octyl Phthalate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-05,8.613687e-05,1.950617e-04,3.639488e-04,2.498391e-03
"862","Diazinon","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,4.909567e-06,1.722737e-05,3.763444e-05,7.278975e-05,1.665594e-04
"863","Dibenzo(a,h)anthracene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"864","Dibutyl phthalate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-05,8.613687e-05,1.950617e-04,3.639488e-04,2.498391e-03
"865","Dichlobenil","SEAR1S8D_OUT",0.000000e+00,3.000000e+01,1.920559e-06,4.659801e-06,8.388569e-06,2.308456e-05,2.055349e-04
"866","Diesel Range Organics","SEAR1S8D_OUT",2.000000e+00,3.600000e+01,1.703946e-02,3.881774e-02,5.606229e-02,1.052098e-01,2.247363e-01
"867","Diethyl phthalate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-05,8.613687e-05,1.950617e-04,3.639488e-04,2.498391e-03
"868","Dimethyl phthalate","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-05,8.613687e-05,1.950617e-04,3.639488e-04,2.498391e-03
"869","Fluoranthene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.965036e-06,2.259136e-05,4.438044e-05,1.484443e-04
"870","Fluorene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"871","Gasoline Range Organics","SEAR1S8D_OUT",2.000000e+00,2.600000e+01,6.136958e-03,2.207365e-02,5.457143e-02,1.046200e-01,2.081993e-01
"872","Hardness as CaCO3","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,3.715730e-01,1.611390e+00,3.104120e+00,5.586024e+00,1.979225e+01
"873","HPAH","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,1.253571e-05,3.558213e-05,1.013389e-04,6.323141e-04
"874","Indeno(1,2,3-cd)pyrene","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"875","Lead","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.161782e-04,1.560423e-03,2.815683e-03,7.184841e-03,2.442041e-02
"876","Lead dissolved","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,1.734008e-05,7.112770e-05,1.533185e-04,2.950823e-04,8.327971e-04
"877","LPAH","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.454783e-06,9.032918e-06,2.011951e-05,4.203771e-05,1.484443e-04
"878","Magnesium","SEAR1S8D_OUT",0.000000e+00,3.400000e+01,2.402839e-02,1.146389e-01,2.182820e-01,4.500690e-01,1.271272e+00
